P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
SNM-C	GUN-F	MOB-S	0.0818345	1.44229	0.149222	0.0270733	202.566	52.8865	44.8854
SNM-M	GUN-F	MOB-S	0.208396	3.3506	0.000806361	0.0882796	116.304	79.5218	52.0937
SNM-S	MOB-S	GUN-F	0.0412911	0.657453	0.51089	0.0139593	231.495	47.317	43.5645
GUN-F	TES-C	MOB-S	0.0276682	0.558537	0.576478	0.0106866	197.376	56.814	53.7548
TES-M	GUN-F	MOB-S	0.222591	3.541	0.000398608	0.093125	117.093	79.6634	50.6556
TES-S	MOB-S	GUN-F	0.0226651	0.425615	0.670388	0.00767104	229.489	46.5516	44.4882
TRE-F	GUN-F	MOB-S	0.107943	2.05154	0.0402143	0.0314849	223.845	48.557	39.0955
TRQ-F	GUN-F	MOB-S	0.196049	3.8719	0.000107992	0.0525671	234.19	49.1919	33.0654
PAS-C	GUN-F	MTB-F	0.243254	6.52707	6.70702e-11	0.261455	113.688	89.1096	54.2394
GUN-F	MTB-F	REN-C	0.0289619	0.423011	0.672288	0.00352506	260.509	30.0168	28.327
GUN-F	MTB-F	REN-HC	0.0374389	0.512295	0.608445	0.00488205	256.503	30.4354	28.2387
GUN-F	MTB-F	REN-HS	0.118936	2.39418	0.0166577	0.0499536	184.258	59.631	46.9541
GUN-F	MTB-F	REN-S	0.12063	2.32348	0.0201535	0.0509182	177.327	61.4309	48.2055
RGG-C	GUN-F	MTB-F	0.0664032	1.87389	0.0609454	0.0910186	98.5765	80.5881	70.5519
GUN-F	MTB-F	RGG-S	0.0501613	1.11165	0.26629	0.0144038	184.184	53.4635	48.3561
SLV-F	GUN-F	MTB-F	0.180287	4.11088	3.94161e-05	0.187151	132.511	74.5335	51.7637
MTB-F	GUN-F	SLV-M	0.170274	3.10919	0.00187601	0.0536593	155.392	64.2311	45.5399
MTB-F	GUN-F	SLV-O	0.112212	0.737818	0.460625	0.00167992	215.826	7.23989	5.77901
SNM-C	GUN-F	MTB-F	0.171938	3.97963	6.90236e-05	0.205834	97.7779	84.1156	59.4339
MTB-F	GUN-F	SNM-M	0.176802	3.30178	0.000960735	0.0520812	161.143	64.2693	44.9577
GUN-F	MTB-F	SNM-S	0.0877166	1.94913	0.0512796	0.023234	183.759	53.798	45.1212
TES-C	GUN-F	MTB-F	0.0869487	2.35067	0.0187396	0.119358	94.2327	85.3573	71.7012
MTB-F	GUN-F	TES-M	0.155643	2.94352	0.00324503	0.0464642	161.033	63.6675	46.5179
GUN-F	MTB-F	TES-S	0.08404	1.57093	0.116198	0.023717	183.139	53.8119	45.4684
TRE-F	GUN-F	MTB-F	0.181802	4.5033	6.69054e-06	0.196903	121.843	78.1064	54.0754
TRQ-F	GUN-F	MTB-F	0.237818	6.84791	7.49367e-12	0.237261	129.69	79.2158	48.7768
GUN-F	PAS-C	REN-C	0.00220098	0.0296181	0.976372	0.000242327	277.793	26.6068	26.49
PAS-C	GUN-F	REN-HC	0.0350924	0.4847	0.627889	0.00406216	277.169	27.1582	25.3167
PAS-C	GUN-F	REN-HS	0.129629	2.64243	0.00823129	0.0451938	214.553	53.3243	41.086
PAS-C	GUN-F	REN-S	0.133152	2.6511	0.0080229	0.046235	207.548	54.4391	41.6452
PAS-C	GUN-F	RGG-C	0.10301	2.71795	0.00656868	0.149272	94.4607	88.7601	72.1815
PAS-C	GUN-F	RGG-S	0.0533772	0.890646	0.373119	0.0139881	210.639	50.3174	45.2179
PAS-C	SLV-F	GUN-F	0.227062	5.69875	1.20687e-08	0.317683	97.0554	91.4465	57.603
GUN-F	PAS-C	SLV-M	0.0411588	0.795374	0.426396	0.0128426	165.375	53.8146	49.5598
GUN-F	PAS-C	SLV-O	0.0765277	0.554587	0.579177	0.00114431	221.9	7.01358	6.01642
PAS-C	GUN-F	SNM-C	0.0572162	1.59866	0.109896	0.0628606	91.183	82.3993	73.4805
GUN-F	PAS-C	SNM-M	0.0563253	1.0377	0.299409	0.0163171	169.782	54.2012	48.4209
PAS-C	GUN-F	SNM-S	0.0837968	1.41806	0.156174	0.0203356	212.867	50.9852	43.101
PAS-C	GUN-F	TES-C	0.0846389	2.24674	0.0246566	0.0920993	98.1946	83.9782	70.8719
GUN-F	PAS-C	TES-M	0.0569867	1.01419	0.310492	0.0165578	171.425	54.2712	48.4192
PAS-C	GUN-F	TES-S	0.0708031	1.20179	0.229444	0.0181744	211.626	50.1136	43.4865
PAS-C	TRE-F	GUN-F	0.13475	3.11859	0.00181718	0.19691	88.733	88.0963	67.1737
PAS-C	TRQ-F	GUN-F	0.169547	4.23417	2.29401e-05	0.242032	93.7376	88.9829	63.1835
REN-C	REN-HC	GUN-F	0.0541813	0.831388	0.405755	0.00571992	417.677	19.259	17.2793
GUN-F	REN-HS	REN-C	0.0778838	1.22697	0.219835	0.0164588	149.375	54.0636	46.2508
GUN-F	REN-S	REN-C	0.180328	2.57874	0.00991621	0.0385979	152.667	60.4878	42.0054
RGG-C	GUN-F	REN-C	0.0103819	0.151552	0.87954	0.00121855	276.369	28.6251	28.0368
RGG-S	GUN-F	REN-C	0.031897	0.417882	0.676034	0.00629445	153.116	49.171	46.1311
SLV-F	GUN-F	REN-C	0.00430078	0.0529231	0.957793	0.000418859	305.739	23.3921	23.1918
SLV-M	GUN-F	REN-C	0.0498899	0.570332	0.568453	0.00887094	188.62	43.7518	39.5937
REN-C	GUN-F	SLV-O	0.122001	0.760967	0.446677	0.00334734	137.16	12.9246	10.1139
SNM-C	GUN-F	REN-C	0.0635495	0.810364	0.417731	0.00758293	276.027	30.5462	26.8958
SNM-M	GUN-F	REN-C	0.0278527	0.321058	0.748167	0.00496519	184.207	43.2221	40.8796
GUN-F	SNM-S	REN-C	0.0202068	0.23548	0.813836	0.00404184	151.742	48.549	46.6258
TES-C	GUN-F	REN-C	0.0324461	0.435625	0.663109	0.00398054	269.615	30.6016	28.6782
TES-M	GUN-F	REN-C	0.044759	0.512669	0.608183	0.00801094	184.513	44.4244	40.618
GUN-F	TES-S	REN-C	0.0487216	0.573734	0.566148	0.00951582	151.403	49.4112	44.8201
TRE-F	GUN-F	REN-C	0.0215381	0.266063	0.790191	0.00221512	293.858	25.2721	24.2064
TRQ-F	GUN-F	REN-C	0.101771	1.51718	0.12922	0.00956308	302.628	25.1932	20.539
GUN-F	REN-HS	REN-HC	0.0775575	1.31269	0.189286	0.0185051	148.681	57.1692	48.9396
GUN-F	REN-S	REN-HC	0.1754	2.57706	0.00996456	0.041368	151.861	62.3	43.7065
GUN-F	RGG-C	REN-HC	0.00870777	0.12617	0.899597	0.00106627	273.737	27.8701	27.389
RGG-S	GUN-F	REN-HC	0.000780767	0.010071	0.991965	0.000171131	151.749	49.0633	48.9868
SLV-F	GUN-F	REN-HC	0.011143	0.151408	0.879654	0.00116317	302.666	23.5835	23.0637
SLV-M	GUN-F	REN-HC	0.0521527	0.624456	0.532328	0.00991044	186.01	43.9752	39.6157
REN-HC	GUN-F	SLV-O	0.12223	0.794044	0.42717	0.00343131	136.584	13.2236	10.3431
SNM-C	GUN-F	REN-HC	0.0670669	0.884283	0.376543	0.00873143	272.722	31.4154	27.4664
SNM-M	GUN-F	REN-HC	0.0077918	0.0929633	0.925933	0.00151026	181.29	42.8054	42.1435
GUN-F	SNM-S	REN-HC	0.0454408	0.529371	0.596548	0.0102086	149.977	52.3192	47.771
TES-C	GUN-F	REN-HC	0.0360277	0.477853	0.632755	0.00475287	266.192	30.95	28.7974
TES-M	GUN-F	REN-HC	0.00270506	0.0321596	0.974345	0.000520419	182.484	42.6328	42.4027
GUN-F	TES-S	REN-HC	0.0825323	0.966079	0.334005	0.0180836	148.552	53.6164	45.441
TRE-F	GUN-F	REN-HC	0.0118325	0.149516	0.881146	0.00131863	291.043	25.3739	24.7804
TRQ-F	GUN-F	REN-HC	0.081195	1.15529	0.247972	0.00828567	300.206	25.0697	21.3044
REN-HS	REN-S	GUN-F	0.10303	2.17491	0.0296372	0.0357798	221.311	51.7919	42.1165
GUN-F	RGG-C	REN-HS	0.00962167	0.208509	0.834832	0.00378966	206.292	51.2967	50.3189
REN-HS	RGG-S	GUN-F	0.0316104	0.550543	0.581947	0.0130566	180.755	57.6317	54.0999
SLV-F	GUN-F	REN-HS	0.147431	3.03203	0.00242912	0.0443978	240.389	46.2606	34.3727
SLV-M	GUN-F	REN-HS	0.206795	3.23054	0.00123558	0.0945789	121.113	75.5354	49.6481
REN-HS	GUN-F	SLV-O	0.0901126	0.677236	0.498257	0.00229873	174.31	12.113	10.1104
SNM-C	GUN-F	REN-HS	0.100301	1.83433	0.0666051	0.0365572	205.865	53.2181	43.5156
SNM-M	GUN-F	REN-HS	0.23092	3.7059	0.000210643	0.105927	119.715	79.4512	49.6412
REN-HS	SNM-S	GUN-F	0.00469098	0.0765774	0.93896	0.0019596	186.834	56.4954	55.9678
GUN-F	TES-C	REN-HS	0.0224456	0.507374	0.611893	0.00935558	198.002	54.4934	52.1008
TES-M	GUN-F	REN-HS	0.228357	3.53589	0.000406408	0.103379	119.048	77.8874	48.9282
REN-HS	TES-S	GUN-F	0.0136102	0.240935	0.809605	0.00546879	183.195	55.1343	53.6536
TRE-F	GUN-F	REN-HS	0.110946	2.33013	0.0197995	0.0365517	226.385	48.6226	38.9111
TRQ-F	GUN-F	REN-HS	0.211402	4.63061	3.64583e-06	0.0623741	236.669	48.7517	31.7363
GUN-F	RGG-C	REN-S	0.00111261	0.0235799	0.981188	0.000442455	199.222	52.458	52.3414
RGG-S	REN-S	GUN-F	0.06217	1.04185	0.297481	0.0252354	182.73	57.4636	50.7368
SLV-F	GUN-F	REN-S	0.136691	2.95526	0.00312405	0.0412989	233.818	47.407	36.0053
SLV-M	GUN-F	REN-S	0.234055	3.79521	0.000147521	0.10428	114.934	79.1749	49.1417
GUN-F	REN-S	SLV-O	0.0308083	0.205637	0.837075	0.000718647	177.338	10.4299	9.80642
SNM-C	GUN-F	REN-S	0.0969835	1.7777	0.0754528	0.035755	199.269	55.1868	45.4288
SNM-M	GUN-F	REN-S	0.265289	4.3349	1.45823e-05	0.119268	114.083	83.6752	48.5874
SNM-S	REN-S	GUN-F	0.0734413	1.23138	0.21818	0.0304439	184.573	59.7484	51.5728
GUN-F	TES-C	REN-S	0.0259706	0.547051	0.584344	0.0108703	190.391	56.1755	53.3315
TES-M	GUN-F	REN-S	0.25198	4.01376	5.97581e-05	0.11244	112.394	81.1727	48.4982
TES-S	REN-S	GUN-F	0.0755091	1.27494	0.202331	0.030121	183.815	57.7672	49.6558
TRE-F	GUN-F	REN-S	0.137519	2.75109	0.00593975	0.044524	220.483	50.9648	38.6421
TRQ-F	GUN-F	REN-S	0.219671	4.9053	9.32847e-07	0.0645531	229.868	50.8805	32.5526
GUN-F	RGG-C	RGG-S	0.0428359	0.853333	0.393475	0.012245	204.207	53.744	49.3288
GUN-F	SLV-F	RGG-C	0.037123	0.911394	0.362088	0.0572042	107.801	74.2234	68.9099
RGG-C	GUN-F	SLV-M	0.0246421	0.446441	0.655279	0.00759828	162.21	52.8728	50.3296
GUN-F	RGG-C	SLV-O	0.0506977	0.356863	0.721194	0.000882376	219.818	7.96539	7.1967
SNM-C	RGG-C	GUN-F	0.0187558	0.388423	0.697703	0.0259827	85.6407	81.8432	78.8297
RGG-C	GUN-F	SNM-M	0.0362937	0.641778	0.521017	0.0103612	168.776	53.095	49.3759
GUN-F	RGG-C	SNM-S	0.0501876	1.00624	0.314302	0.0134989	205.32	53.5331	48.4165
TES-C	RGG-C	GUN-F	0.0606212	1.76781	0.0770933	0.0734584	109.716	78.0183	69.0998
RGG-C	GUN-F	TES-M	0.0181712	0.30475	0.760557	0.00521	168.299	52.1818	50.3192
GUN-F	RGG-C	TES-S	0.0513816	0.997881	0.318337	0.0147456	205.007	54.1248	48.8346
GUN-F	TRE-F	RGG-C	0.0205558	0.526968	0.598216	0.0334658	100.622	77.6688	74.5401
TRQ-F	GUN-F	RGG-C	0.0603524	1.9515	0.0509972	0.0860776	107.702	76.1467	67.4786
SLV-F	GUN-F	RGG-S	0.0841948	1.62898	0.103318	0.0184706	235.079	43.275	36.5539
SLV-M	GUN-F	RGG-S	0.199342	2.90789	0.00363878	0.0670438	117.78	75.4104	50.3426
RGG-S	GUN-F	SLV-O	0.133949	1.01084	0.312095	0.00375348	174.029	13.8607	10.5861
SNM-C	GUN-F	RGG-S	0.0468206	0.824552	0.409626	0.0124786	201.336	50.3182	45.8171
SNM-M	GUN-F	RGG-S	0.231948	3.3122	0.000925661	0.0782111	116.116	78.8702	49.1713
SNM-S	RGG-S	GUN-F	0.0279413	0.472601	0.636498	0.0074042	316.104	36.6132	34.6227
GUN-F	TES-C	RGG-S	0.0764216	1.57052	0.116293	0.0235108	195.082	58.8615	50.5036
TES-M	GUN-F	RGG-S	0.240691	3.52762	0.000419315	0.0811664	117.123	79.4528	48.6255
TES-S	RGG-S	GUN-F	0.0432438	0.893044	0.371834	0.00992293	333.684	32.282	29.6057
TRE-F	GUN-F	RGG-S	0.0617466	1.03419	0.301047	0.0146656	221.811	45.9409	40.5975
TRQ-F	GUN-F	RGG-S	0.125209	2.37946	0.0173379	0.0274132	231.519	45.3765	35.2778
GUN-F	SLV-F	SLV-M	0.152646	2.74442	0.00606177	0.0435196	189.203	54.3299	39.94
GUN-F	SLV-F	SLV-O	0.130932	0.889654	0.373652	0.00198755	230.769	7.45847	5.73148
GUN-F	SLV-F	SNM-C	0.151748	3.66356	0.000248731	0.162276	101.28	80.5147	59.2984
GUN-F	SLV-F	SNM-M	0.141182	2.38486	0.0170854	0.0372701	195.546	53.2084	40.043
SLV-F	GUN-F	SNM-S	0.0906736	1.71882	0.0856472	0.0188039	238.906	43.6391	36.3832
GUN-F	SLV-F	TES-C	0.0536913	1.44981	0.147112	0.0570427	113.592	72.5817	65.1849
GUN-F	SLV-F	TES-M	0.155288	2.55815	0.0105229	0.040725	196.015	53.3473	39.006
SLV-F	GUN-F	TES-S	0.0541245	1.08234	0.279102	0.0119823	236.002	42.1877	37.8554
TRE-F	SLV-F	GUN-F	0.0881406	2.27223	0.0230724	0.130089	106.362	69.7267	58.4309
TRQ-F	SLV-F	GUN-F	0.058263	1.68039	0.0928818	0.0856526	118.189	62.6491	55.7507
SLV-M	GUN-F	SLV-O	0.0163639	0.0900521	0.928246	0.00035253	183.167	9.40278	9.1
SNM-C	GUN-F	SLV-M	0.000432496	0.0071047	0.994331	0.000131017	157.004	49.4721	49.4294
SNM-M	SLV-M	GUN-F	0.0805757	1.21657	0.223769	0.0184228	303.724	27.9645	23.794
SLV-M	GUN-F	SNM-S	0.193434	2.77679	0.00548993	0.0622072	119.837	74.6529	50.4531
TES-C	GUN-F	SLV-M	0.0528383	0.939559	0.347444	0.0165707	154.912	55.2432	49.6983
TES-M	SLV-M	GUN-F	0.086901	1.43197	0.152152	0.0183635	305.421	26.1159	21.9398
SLV-M	GUN-F	TES-S	0.18678	2.74993	0.00596075	0.0625232	117.01	73.3294	50.2477
GUN-F	TRE-F	SLV-M	0.0888801	1.64675	0.0996093	0.0259286	177.425	52.2179	43.6933
GUN-F	TRQ-F	SLV-M	0.0904411	1.76119	0.0782062	0.0268002	186.221	53.3264	44.4806
SNM-C	GUN-F	SLV-O	0.0345933	0.22212	0.824221	0.000502172	217.265	6.5081	6.07288
GUN-F	SNM-M	SLV-O	0.0010747	0.00637894	0.99491	2.29285e-05	182.487	9.14861	9.12897
SNM-S	GUN-F	SLV-O	0.158114	1.16064	0.245789	0.00465717	173.647	14.8968	10.8292
GUN-F	TES-C	SLV-O	0.164146	1.17638	0.239442	0.00285127	218.046	8.80525	6.32215
GUN-F	TES-M	SLV-O	0.0127489	0.0697731	0.944374	0.000288092	182.251	9.84306	9.59524
TES-S	GUN-F	SLV-O	0.146606	1.05325	0.292228	0.0040383	173.397	13.8128	10.2806
GUN-F	TRE-F	SLV-O	0.186086	1.17703	0.239182	0.00262578	225.177	7.26904	4.98815
GUN-F	TRQ-F	SLV-O	0.0662624	0.47339	0.635935	0.000904909	231.688	6.31528	5.53036
SNM-C	GUN-F	SNM-M	0.0177951	0.270558	0.786731	0.00516836	164.838	51.7326	49.9236
SNM-C	GUN-F	SNM-S	0.0329295	0.530955	0.59545	0.00827107	202.017	49.0297	45.9036
TES-C	SNM-C	GUN-F	0.0339971	0.717767	0.472901	0.0446202	87.1513	82.4046	76.9858
GUN-F	SNM-C	TES-M	0.00677934	0.10677	0.914972	0.00194523	163.938	50.4514	49.7719
SNM-C	GUN-F	TES-S	0.0287647	0.5042	0.614121	0.00782807	201.706	49.6932	46.9143
GUN-F	TRE-F	SNM-C	0.128301	3.38273	0.000717684	0.141531	92.9643	82.8591	64.015
GUN-F	TRQ-F	SNM-C	0.10178	2.75553	0.00585976	0.109706	97.9039	78.1736	63.7306
SNM-M	GUN-F	SNM-S	0.21812	3.04858	0.00229927	0.0700419	117.73	77.5768	49.7945
TES-C	GUN-F	SNM-M	0.0960112	1.75841	0.0786784	0.0281678	163.565	58.2189	48.0189
TES-M	SNM-M	GUN-F	0.00694893	0.0912721	0.927276	0.00129089	320.425	21.5396	21.2423
SNM-M	GUN-F	TES-S	0.209352	3.08377	0.00204394	0.0707019	114.881	76.4732	49.9965
GUN-F	TRE-F	SNM-M	0.0330271	0.547404	0.584101	0.00880116	185.277	48.4604	45.3617
GUN-F	TRQ-F	SNM-M	0.0599718	1.10472	0.269281	0.0165578	192.583	51.5787	45.7422
GUN-F	TES-C	SNM-S	0.101907	2.02784	0.0425769	0.0297169	196.052	60.279	49.1295
TES-M	GUN-F	SNM-S	0.213313	2.94511	0.00322843	0.0691389	118.47	77.6982	50.3779
TES-S	SNM-S	GUN-F	0.00150146	0.0303997	0.975748	0.000381084	317.662	34.1835	34.081
TRE-F	GUN-F	SNM-S	0.0560723	0.8899	0.37352	0.012829	225.391	46.4613	41.5275
TRQ-F	GUN-F	SNM-S	0.172158	3.26566	0.00109209	0.0352533	235.686	47.1926	33.33
TES-C	GUN-F	TES-M	0.0602274	1.03307	0.301571	0.0178054	162.642	56.2629	49.8707
GUN-F	TES-C	TES-S	0.0854393	1.74407	0.0811465	0.02637	195.935	59.1774	49.8612
GUN-F	TRE-F	TES-C	0.0612247	1.72089	0.085271	0.0706628	105.355	79.8379	70.6258
TRQ-F	GUN-F	TES-C	0.0182084	0.487203	0.626114	0.0195075	113.036	72.0763	69.4984
TES-M	GUN-F	TES-S	0.222291	3.14637	0.00165312	0.0745837	116.259	76.9256	48.9456
GUN-F	TRE-F	TES-M	0.0666007	1.08626	0.277364	0.0178716	185.182	50.2434	43.9688
GUN-F	TRQ-F	TES-M	0.0664025	1.21292	0.225162	0.0181879	193.555	51.4016	45.0003
TRE-F	GUN-F	TES-S	0.0461529	0.779104	0.435918	0.0109871	222.81	45.0553	41.0799
TRQ-F	GUN-F	TES-S	0.117448	2.15572	0.0311052	0.0255347	232.19	44.4406	35.0988
TRE-F	TRQ-F	GUN-F	0.0357166	0.996236	0.319135	0.053446	104.049	67.788	63.1127
MAL-M	MAL-C	LOG-S	0.195844	3.33539	0.000851796	0.0839	125.526	82.8934	55.7424
MAL-C	MOB-C	LOG-S	0.145935	2.60058	0.00930659	0.0521536	207.185	62.2973	46.4302
LOG-S	MOB-G	MAL-C	0.0795771	1.3749	0.169164	0.0371174	128.024	66.6545	56.8281
LOG-S	MOB-S	MAL-C	0.0636784	1.11878	0.263235	0.0196752	243.267	45.0851	39.6869
MAL-C	MTB-F	LOG-S	0.140793	2.63396	0.00843954	0.0562653	172.422	68.6175	51.6804
PAS-C	MAL-C	LOG-S	0.119492	2.15264	0.0313471	0.0389264	206.156	58.0938	45.6922
MAL-C	LOG-S	REN-C	0.069887	0.850785	0.394889	0.0156526	153.263	57.5483	50.03
MAL-C	LOG-S	REN-HC	0.0967179	1.4082	0.159072	0.0240726	151.205	61.2132	50.4166
REN-HS	LOG-S	MAL-C	0.0076026	0.154008	0.877603	0.00261816	212.801	47.4037	46.6884
LOG-S	REN-S	MAL-C	0.0716552	1.40004	0.161501	0.0243398	208.245	49.7092	43.0617
MAL-C	RGG-C	LOG-S	0.0533149	1.03742	0.29954	0.0175077	219.136	52.9084	47.5523
LOG-S	RGG-S	MAL-C	0.0665358	1.09576	0.273184	0.0231526	228.28	50.9037	44.5525
SLV-F	MAL-C	LOG-S	0.0906234	1.48671	0.137091	0.0276225	225.155	52.1239	43.4616
SLV-M	MAL-C	LOG-S	0.185657	2.87007	0.0041038	0.0787254	124.738	80.4777	55.2743
LOG-S	MAL-C	SLV-O	0.145663	1.07032	0.284475	0.00385736	173.857	13.1209	9.78447
SNM-C	MAL-C	LOG-S	0.0897957	1.68676	0.0916499	0.0239197	249.273	44.5708	37.2258
SNM-M	MAL-C	LOG-S	0.205342	3.41728	0.000632491	0.0896608	122.567	85.1717	56.152
LOG-S	SNM-S	MAL-C	0.0492642	0.681611	0.495485	0.0174555	229.747	50.8773	46.0998
MAL-C	TES-C	LOG-S	0.0834053	1.84182	0.0655016	0.0278999	216.063	54.7104	46.2867
TES-M	MAL-C	LOG-S	0.20508	3.25467	0.00113525	0.0877227	124.636	82.871	54.6652
LOG-S	TES-S	MAL-C	0.0704969	1.18792	0.234864	0.0242353	229.979	50.3109	43.6845
TRE-F	MAL-C	LOG-S	0.0994456	1.53658	0.124396	0.0302578	223.192	52.9361	43.3599
TRQ-F	MAL-C	LOG-S	0.169246	2.61925	0.00881237	0.0503943	221.101	55.8855	39.7069
MAL-M	MOB-C	LOG-S	0.298047	5.2242	1.74913e-07	0.13682	114.395	96.1861	52.0152
LOG-S	MOB-G	MAL-M	0.0913723	1.16691	0.243248	0.0237067	145.296	60.053	49.9974
LOG-S	MOB-S	MAL-M	0.0583051	1.04727	0.294973	0.0100475	259.109	39.7897	35.4054
MAL-M	MTB-F	LOG-S	0.297421	4.63633	3.54645e-06	0.138317	105.27	96.4643	52.2373
MAL-M	PAS-C	LOG-S	0.109998	1.96451	0.0494705	0.0445827	134.363	72.8069	58.377
MAL-M	LOG-S	REN-C	0.114986	1.28243	0.199691	0.0269592	133.589	61.6387	48.9254
MAL-M	LOG-S	REN-HC	0.123026	1.43223	0.152078	0.0316966	129.861	63.6065	49.6704
REN-HS	LOG-S	MAL-M	0.00031993	0.00535878	0.995724	6.36444e-05	229.356	43.5296	43.5018
LOG-S	REN-S	MAL-M	0.0499671	0.703225	0.481916	0.00946325	225.079	43.3574	39.2307
MAL-M	RGG-C	LOG-S	0.213538	3.76044	0.000169613	0.0950061	123.051	87.2385	56.537
LOG-S	RGG-S	MAL-M	0.0284072	0.399434	0.689573	0.00525557	243.852	41.4292	39.1404
MAL-M	SLV-F	LOG-S	0.142219	2.41665	0.0156641	0.0564972	136.053	73.1295	54.9186
MAL-M	SLV-M	LOG-S	0.0278974	0.342081	0.73229	0.00296092	372.069	17.4578	16.5102
LOG-S	MAL-M	SLV-O	0.0786257	0.490347	0.623889	0.00211075	161.621	12.4607	10.6441
MAL-M	SNM-C	LOG-S	0.139726	2.09516	0.0361567	0.0580461	125.153	74.9996	56.6103
SNM-M	MAL-M	LOG-S	0.0498714	0.625051	0.531938	0.00521529	395.067	17.7689	16.0807
LOG-S	SNM-S	MAL-M	0.0342386	0.442209	0.658338	0.00667424	244.914	43.8375	40.935
MAL-M	TES-C	LOG-S	0.234548	4.26032	2.04133e-05	0.107611	117.772	90.5355	56.1344
MAL-M	TES-M	LOG-S	2.12337e-05	0.000282722	0.999774	2.16628e-06	396.756	16.3527	16.352
LOG-S	TES-S	MAL-M	0.0527	0.837558	0.402279	0.00957807	245.212	41.7678	37.5859
MAL-M	TRE-F	LOG-S	0.12385	2.21391	0.0268353	0.0502664	129.559	73.8158	57.5466
MAL-M	TRQ-F	LOG-S	0.079401	1.22202	0.221699	0.0316382	135.905	69.2938	59.0993
LOG-S	MOB-G	MOB-C	0.10851	1.82318	0.0682757	0.0609456	116.736	76.4762	61.504
LOG-S	MOB-S	MOB-C	0.0373183	0.659351	0.50967	0.0142127	231.807	50.0272	46.4277
MOB-C	MTB-F	LOG-S	0.0117714	0.252262	0.800838	0.00479135	180.566	58.5197	57.158
PAS-C	MOB-C	LOG-S	0.238607	4.32149	1.54978e-05	0.0887307	188.547	73.0468	44.9031
MOB-C	LOG-S	REN-C	0.0438387	0.528136	0.597405	0.00978014	165.44	55.168	50.5341
MOB-C	LOG-S	REN-HC	0.0835718	1.10596	0.268745	0.0200519	162.014	57.5061	48.6356
REN-HS	LOG-S	MOB-C	0.0203405	0.452196	0.651128	0.00827248	201.279	52.429	50.3387
LOG-S	REN-S	MOB-C	0.0462184	0.913457	0.361002	0.0189034	196.878	53.7019	48.9572
RGG-C	MOB-C	LOG-S	0.10142	1.85839	0.0631131	0.0369043	212.673	59.7901	48.7791
LOG-S	RGG-S	MOB-C	0.0050873	0.0836348	0.933347	0.00205441	216.79	51.1625	50.6446
SLV-F	MOB-C	LOG-S	0.215745	4.22987	2.33824e-05	0.0802726	192.573	70.6391	45.568
SLV-M	MOB-C	LOG-S	0.289573	4.82044	1.43239e-06	0.13299	115.147	94.5743	52.101
LOG-S	MOB-C	SLV-O	0.0248505	0.18021	0.856988	0.000694496	175.522	12.4104	11.8085
SNM-C	MOB-C	LOG-S	0.208345	3.23079	0.00123448	0.0727868	197.785	64.4927	42.2528
SNM-M	MOB-C	LOG-S	0.30588	5.27847	1.3027e-07	0.142156	111.835	97.9809	52.0802
LOG-S	SNM-S	MOB-C	0.0226264	0.343069	0.731547	0.00937831	218.083	53.6641	51.2894
TES-C	MOB-C	LOG-S	0.0657901	1.29966	0.193716	0.0249024	208.611	59.2787	51.9602
TES-M	MOB-C	LOG-S	0.310217	5.52011	3.38779e-08	0.141192	115.196	95.6531	50.358
TES-S	LOG-S	MOB-C	0.0215195	0.363636	0.71613	0.00854724	220.342	51.2275	49.0692
TRE-F	MOB-C	LOG-S	0.221656	4.35251	1.34586e-05	0.081707	193.855	70.9191	45.1841
TRQ-F	MOB-C	LOG-S	0.276293	5.55626	2.75618e-08	0.100658	189.784	74.304	42.1332
MOB-S	LOG-S	MOB-G	0.126371	2.49797	0.0124908	0.0547654	184.272	57.4924	44.5919
LOG-S	MOB-G	MTB-F	0.136426	2.38715	0.0169797	0.0851759	111.856	76.9656	58.4865
LOG-S	MOB-G	PAS-C	0.0990099	1.63018	0.103063	0.0454227	137.631	65.7906	53.9365
MOB-G	LOG-S	REN-C	0.0417376	0.629007	0.529344	0.00831172	210.5	48.5009	44.6145
MOB-G	LOG-S	REN-HC	0.0984557	1.47949	0.13901	0.0207943	205.922	50.7371	41.6419
LOG-S	REN-HS	MOB-G	0.0457244	1.13643	0.255777	0.0253352	148.177	63.4481	57.8995
LOG-S	REN-S	MOB-G	0.0602892	1.19277	0.232961	0.0337514	147.78	64.988	57.5974
LOG-S	MOB-G	RGG-C	0.104068	1.77589	0.0757512	0.0567818	124.811	72.6799	58.9786
RGG-S	LOG-S	MOB-G	0.171291	3.20879	0.00133293	0.081889	175.507	67.4404	47.7153
LOG-S	MOB-G	SLV-F	0.0657095	1.04749	0.294873	0.0230858	133.397	61.6078	54.0106
LOG-S	MOB-G	SLV-M	0.0889181	1.12293	0.261467	0.0251836	142.62	59.9984	50.1998
LOG-S	MOB-G	SLV-O	0.0325316	0.232432	0.816202	0.000783774	190.235	10.6658	9.99375
LOG-S	MOB-G	SNM-C	0.115481	1.95513	0.0505679	0.0477322	129.729	65.9725	52.3128
LOG-S	MOB-G	SNM-M	0.0800198	1.05031	0.293574	0.0217382	147.495	60.1269	51.2171
SNM-S	LOG-S	MOB-G	0.156531	2.45586	0.0140549	0.0755232	174.909	67.3185	49.096
