P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
REN-HS	BOU-S	SLV-M	0.0158873	0.231223	0.817142	0.00356729	190.671	45.8874	44.4521
REN-HS	BOU-S	SLV-O	0.0162885	0.120743	0.903895	0.000418163	206.165	11.3851	11.0201
REN-HS	BOU-S	SNM-C	0.117289	1.99644	0.0458857	0.042892	181.561	59.4713	46.9851
REN-HS	BOU-S	SNM-M	0.000691321	0.0102332	0.991835	0.000147931	197.144	45.2825	45.2199
BOU-S	SNM-S	REN-HS	0.037212	0.838091	0.401979	0.0282618	199.761	51.5805	47.8794
REN-HS	BOU-S	TES-C	0.106481	1.89108	0.0586131	0.0457843	175.01	65.1264	52.5916
BOU-S	REN-HS	TES-M	0.0113759	0.163321	0.870265	0.00242154	195.361	45.3758	44.355
BOU-S	TES-S	REN-HS	0.0293409	0.585711	0.55807	0.021792	213.698	50.455	47.5786
REN-HS	BOU-S	TRE-F	0.0732349	1.19164	0.233404	0.0274527	189.47	61.1635	52.8162
REN-HS	BOU-S	TRQ-F	0.0886707	1.43429	0.151488	0.031489	193.766	59.982	50.2111
REN-S	BOU-S	RGG-C	0.00231224	0.0430205	0.965685	0.00110267	182.123	56.8299	56.5677
BOU-S	RGG-S	REN-S	0.00263861	0.0560323	0.955316	0.00186719	207.791	52.2231	51.9483
REN-S	BOU-S	SLV-F	0.00987993	0.172093	0.863364	0.00316938	191.158	53.8607	52.8069
BOU-S	REN-S	SLV-M	0.0477475	0.641695	0.521071	0.0101683	193.358	44.6674	40.5963
BOU-S	REN-S	SLV-O	0.113627	0.807544	0.419353	0.00259745	205.441	11.0803	8.8192
REN-S	BOU-S	SNM-C	0.025734	0.447572	0.654462	0.00931518	183.747	52.4198	49.7895
BOU-S	REN-S	SNM-M	0.0509114	0.716633	0.4736	0.0103191	200.288	44.885	40.5361
BOU-S	SNM-S	REN-S	0.00610389	0.137782	0.890413	0.00423634	197.922	51.4862	50.8615
REN-S	BOU-S	TES-C	0.0188322	0.340895	0.733183	0.00814857	176.836	57.9996	55.8555
BOU-S	REN-S	TES-M	0.0828897	1.1475	0.251177	0.0169005	197.499	46.4163	39.3104
BOU-S	TES-S	REN-S	0.00702493	0.149353	0.881275	0.00477454	209.139	50.8694	50.1596
REN-S	BOU-S	TRE-F	0.0158579	0.272079	0.785561	0.0057535	191.458	54.4416	52.7419
REN-S	BOU-S	TRQ-F	0.01817	0.327447	0.74333	0.0061874	194.911	52.5511	50.6755
RGG-S	BOU-S	RGG-C	0.0633791	1.10004	0.271316	0.0188759	319.84	38.6489	34.0419
SLV-F	RGG-C	BOU-S	0.112327	2.42086	0.0154838	0.032278	209.003	58.0622	46.3356
BOU-S	SLV-M	RGG-C	0.158735	2.8251	0.00472652	0.139717	53.0761	120.257	87.3091
BOU-S	RGG-C	SLV-O	0.0981281	0.725969	0.467858	0.00275243	179.721	13.4644	11.0581
SNM-C	RGG-C	BOU-S	0.0781407	1.5833	0.113354	0.0224051	203.606	54.6603	46.7371
BOU-S	SNM-M	RGG-C	0.125049	2.30869	0.020961	0.110615	51.1243	117.083	91.0556
SNM-S	BOU-S	RGG-C	0.053559	0.849395	0.395662	0.0159015	309.491	38.4568	34.5468
RGG-C	TES-C	BOU-S	0.0457815	0.971601	0.331249	0.013557	227.235	53.7553	49.0488
BOU-S	TES-M	RGG-C	0.138563	2.49372	0.0126413	0.123145	50.9846	119.749	90.6021
TES-S	BOU-S	RGG-C	0.0616996	1.27719	0.201534	0.0179902	322.47	37.8088	33.4144
TRE-F	RGG-C	BOU-S	0.110129	2.23258	0.0255764	0.0315539	203.787	57.7953	46.3283
TRQ-F	RGG-C	BOU-S	0.155885	3.10276	0.00191725	0.0451202	200.491	61.5599	44.9557
RGG-S	BOU-S	SLV-F	0.0358436	0.607884	0.543264	0.00790204	331.34	38.1727	35.5309
BOU-S	RGG-S	SLV-M	0.0277392	0.398803	0.690038	0.00420177	334.365	31.0355	29.3602
RGG-S	BOU-S	SLV-O	0.106479	0.885696	0.375782	0.00187306	250.242	8.50529	6.86832
RGG-S	BOU-S	SNM-C	0.0674169	1.16003	0.246037	0.0165718	321.979	37.4067	32.6815
BOU-S	RGG-S	SNM-M	0.0325647	0.473092	0.636148	0.00471632	340.928	31.4418	29.4586
BOU-S	RGG-S	SNM-S	0.011679	0.373923	0.708462	0.0192686	90.2907	84.6932	82.7377
RGG-S	BOU-S	TES-C	0.0591288	1.30343	0.192427	0.0167761	312.279	40.142	35.6599
BOU-S	RGG-S	TES-M	0.0266334	0.381752	0.702645	0.00378639	340.621	30.594	29.0066
RGG-S	TES-S	BOU-S	0.00821269	0.262466	0.792962	0.0199848	94.168	82.532	81.1874
RGG-S	BOU-S	TRE-F	0.0310946	0.536804	0.591403	0.00776041	330.467	38.2743	35.9658
RGG-S	BOU-S	TRQ-F	0.015305	0.261919	0.793384	0.00363505	334.008	36.4905	35.3903
SLV-M	SLV-F	BOU-S	0.189902	2.97959	0.00288633	0.0634181	132.14	73.9486	50.345
BOU-S	SLV-F	SLV-O	0.0869273	0.639301	0.522627	0.00271422	175.484	14.7836	12.419
SLV-F	SNM-C	BOU-S	0.0420371	0.706277	0.480016	0.0107818	218.471	47.829	43.97
SNM-M	SLV-F	BOU-S	0.219793	3.47775	0.000505633	0.07298	129.65	76.761	49.0981
SNM-S	BOU-S	SLV-F	0.0675427	0.985111	0.32457	0.0145545	320.771	38.8573	33.9403
SLV-F	TES-C	BOU-S	0.155887	2.94436	0.00323628	0.0471399	200.15	62.7789	45.8457
TES-M	SLV-F	BOU-S	0.226017	3.5204	0.000430895	0.0754494	131.585	77.605	48.992
TES-S	BOU-S	SLV-F	0.0197379	0.408014	0.683263	0.00411532	331.759	35.483	34.1094
TRE-F	SLV-F	BOU-S	0.000748919	0.0140512	0.988789	0.000145599	261.773	35.2955	35.2427
TRQ-F	SLV-F	BOU-S	0.0702159	1.49077	0.136022	0.0128419	287.533	35.9007	31.1899
BOU-S	SLV-M	SLV-O	0.0537655	0.320072	0.748914	0.00155027	164.261	13.0814	11.7465
SLV-M	SNM-C	BOU-S	0.207249	3.27321	0.00106334	0.0723946	118.928	77.6401	50.9831
SNM-M	SLV-M	BOU-S	0.108348	1.33389	0.18224	0.0105595	364.939	20.2654	16.3032
BOU-S	SNM-S	SLV-M	0.0093858	0.120743	0.903895	0.00140927	323.416	30.2316	29.6694
BOU-S	SLV-M	TES-C	0.119483	2.18453	0.0289237	0.0970779	50.2469	116.093	91.3114
TES-M	SLV-M	BOU-S	0.112635	1.57868	0.11441	0.0104512	368.67	19.3914	15.4653
BOU-S	TES-S	SLV-M	0.0461496	0.746755	0.455211	0.00653004	335.148	29.6372	27.0224
SLV-M	TRE-F	BOU-S	0.178645	2.92665	0.00342633	0.0603624	126.753	74.2082	51.713
SLV-M	TRQ-F	BOU-S	0.147873	2.10777	0.0350505	0.0491135	130.68	70.7946	52.5547
BOU-S	SNM-C	SLV-O	0.0240451	0.173678	0.862118	0.000616855	172.978	11.409	10.8733
BOU-S	SNM-M	SLV-O	0.0666603	0.434705	0.663777	0.0019284	161.453	13.2597	11.6023
SNM-S	BOU-S	SLV-O	0.15471	1.10771	0.267989	0.00277351	243.79	9.0683	6.63832
BOU-S	TES-C	SLV-O	0.160786	1.22944	0.218906	0.00471507	181.367	14.8748	10.7541
BOU-S	TES-M	SLV-O	0.0738211	0.450566	0.652303	0.0021857	162.594	13.7134	11.8279
TES-S	BOU-S	SLV-O	0.165703	1.25584	0.209172	0.00252705	250.545	7.7877	5.57368
BOU-S	TRE-F	SLV-O	0.134088	0.982989	0.325613	0.00420941	174.437	15.514	11.8454
BOU-S	TRQ-F	SLV-O	0.088103	0.694869	0.487137	0.00278294	175.299	14.9599	12.5373
BOU-S	SNM-M	SNM-C	0.173203	3.40177	0.000669517	0.126335	51.0954	117.173	82.5756
SNM-S	BOU-S	SNM-C	0.0605973	0.939857	0.347291	0.0149632	311.376	37.3773	33.1062
SNM-C	TES-C	BOU-S	0.117034	2.0662	0.0388095	0.0359498	200.93	59.908	47.3546
BOU-S	TES-M	SNM-C	0.186167	3.58761	0.000333725	0.136344	50.0561	119.779	82.1808
TES-S	BOU-S	SNM-C	0.057338	1.11564	0.264574	0.0137201	324.25	35.9716	32.0703
TRE-F	SNM-C	BOU-S	0.047627	0.755175	0.450144	0.0119652	210.299	47.1472	42.8604
TRQ-F	SNM-C	BOU-S	0.0976331	1.55057	0.121005	0.024821	215.767	50.5929	41.5925
BOU-S	SNM-S	SNM-M	0.035055	0.477333	0.633125	0.0051368	330.561	31.8805	29.7211
BOU-S	SNM-M	TES-C	0.0779732	1.48472	0.137617	0.0629303	50.3094	111.509	95.3777
SNM-M	TES-M	BOU-S	0.0010589	0.0140492	0.988791	9.524e-05	386.343	17.038	17.002
BOU-S	TES-S	SNM-M	0.0780955	1.32349	0.185671	0.0107281	342.068	31.2622	26.733
SNM-M	TRE-F	BOU-S	0.208771	3.52064	0.000430509	0.0715332	120.824	78.6437	51.4781
SNM-M	TRQ-F	BOU-S	0.172652	2.3973	0.0165162	0.0582557	127.956	74.8795	52.8301
SNM-S	BOU-S	TES-C	0.0291654	0.468716	0.639273	0.0080628	300.544	37.9877	35.8346
BOU-S	SNM-S	TES-M	0.0492671	0.658201	0.510409	0.00712976	329.097	31.8693	28.8766
BOU-S	TES-S	SNM-S	0.0205013	0.647706	0.517175	0.0332527	91.1019	84.3794	80.9891
SNM-S	BOU-S	TRE-F	0.0404462	0.603681	0.546055	0.0100248	320.763	38.7686	35.7544
SNM-S	BOU-S	TRQ-F	0.0771476	1.16402	0.244416	0.0175196	325.448	37.6707	32.2746
BOU-S	TES-M	TES-C	0.0990177	1.78196	0.0747552	0.08063	49.7214	115.276	94.5037
TES-S	BOU-S	TES-C	0.0579827	1.19039	0.233893	0.0160311	314.839	39.2047	34.9074
TRE-F	TES-C	BOU-S	0.143275	2.62203	0.00874072	0.0444136	201.322	63.6424	47.6911
TRQ-F	TES-C	BOU-S	0.196965	3.45507	0.000550149	0.0598263	195.778	66.1878	44.4048
BOU-S	TES-S	TES-M	0.0571662	0.917572	0.358843	0.00773758	341.571	30.1279	26.8696
TES-M	TRE-F	BOU-S	0.216664	3.56567	0.000362928	0.0743007	124.403	79.2142	51.0012
TES-M	TRQ-F	BOU-S	0.177754	2.51194	0.0120068	0.0604824	129.466	75.8261	52.9378
TES-S	BOU-S	TRE-F	0.025194	0.517439	0.60485	0.00602875	332.284	36.5663	34.7691
TES-S	BOU-S	TRQ-F	0.0190909	0.401384	0.688138	0.00428466	335.805	34.6236	33.3263
TRQ-F	TRE-F	BOU-S	0.0716831	1.38034	0.167481	0.0139707	261.065	38.3492	33.219
MAL-C	GUN-F	LOG-S	0.0196324	0.385949	0.699534	0.006504	211.337	49.8588	47.9388
LOG-S	MAL-M	GUN-F	0.197767	3.52486	0.000423708	0.15033	51.7752	119.027	79.7212
GUN-F	MOB-C	LOG-S	0.122688	2.50022	0.0124118	0.0449916	200.155	60.0007	46.8869
LOG-S	MOB-G	GUN-F	0.0937398	1.75705	0.0789101	0.047225	126.417	70.088	58.0741
LOG-S	MOB-S	GUN-F	0.0405667	0.749916	0.453305	0.0134953	241.193	45.5419	41.991
GUN-F	MTB-F	LOG-S	0.122964	2.68052	0.00735079	0.0467772	186.08	61.3416	47.9078
PAS-C	GUN-F	LOG-S	0.14878	2.86354	0.00418932	0.0462312	216.927	54.9694	40.7311
GUN-F	LOG-S	REN-C	0.0618771	0.781884	0.434283	0.0134241	149.925	54.9188	48.5184
GUN-F	LOG-S	REN-HC	0.0957174	1.27858	0.201047	0.0231351	148.198	59.2137	48.8684
REN-HS	LOG-S	GUN-F	0.00735444	0.158075	0.874398	0.00266778	208.684	48.0399	47.3385
LOG-S	REN-S	GUN-F	0.0745763	1.38975	0.164606	0.027406	204.923	51.7448	44.5625
GUN-F	RGG-C	LOG-S	0.028804	0.586852	0.557303	0.010348	207.605	53.9221	50.9027
LOG-S	RGG-S	GUN-F	0.0257367	0.418227	0.675781	0.00929795	227.199	48.9305	46.4751
SLV-F	GUN-F	LOG-S	0.132641	2.62446	0.00867872	0.0358473	240.995	46.2493	35.417
SLV-M	GUN-F	LOG-S	0.204464	3.12733	0.001764	0.0838084	120.493	77.1488	50.956
GUN-F	LOG-S	SLV-O	0.0209753	0.154259	0.877406	0.000593484	174.188	12.5583	12.0423
SNM-C	GUN-F	LOG-S	0.102915	1.92419	0.0543309	0.0339849	206.828	53.813	43.7702
LOG-S	SNM-M	GUN-F	0.194339	3.50261	0.000460726	0.149185	51.1805	119.775	80.7961
LOG-S	SNM-S	GUN-F	0.00177183	0.0256209	0.97956	0.000657525	229.206	48.9994	48.8261
GUN-F	TES-C	LOG-S	0.0531008	1.17761	0.238953	0.0204288	198.987	58.5688	52.6624
LOG-S	TES-M	GUN-F	0.199264	3.59635	0.000322712	0.151036	49.853	119.202	79.5899
LOG-S	TES-S	GUN-F	0.000315202	0.00543308	0.995665	0.00011069	229.724	46.2813	46.2521
TRE-F	GUN-F	LOG-S	0.13026	2.47651	0.0132675	0.0377603	228.192	49.7555	38.2871
TRQ-F	GUN-F	LOG-S	0.22863	4.55846	5.15289e-06	0.0591887	237.405	49.1897	30.8827
GUN-F	MAL-C	MAL-M	0.0320898	0.543414	0.586845	0.00906421	171.175	53.2154	49.9063
MOB-C	GUN-F	MAL-C	0.00437623	0.13231	0.894739	0.00655366	78.988	85.7597	85.0124
MAL-C	GUN-F	MOB-G	0.04163	0.881335	0.378137	0.0147961	195.388	52.4587	48.2656
MAL-C	GUN-F	MOB-S	0.00282999	0.0488663	0.961026	0.000933422	207.45	49.8081	49.527
MTB-F	MAL-C	GUN-F	0.126726	3.06055	0.00220927	0.187454	62.6929	104.78	81.2101
MAL-C	PAS-C	GUN-F	0.00370571	0.0842754	0.932837	0.00655913	74.4627	89.5008	88.8399
MAL-C	GUN-F	REN-C	0.0202623	0.26499	0.791017	0.00230764	280.45	28.1453	27.0274
MAL-C	GUN-F	REN-HC	0.00433757	0.057619	0.954052	0.00053547	278.706	28.1237	27.8808
MAL-C	GUN-F	REN-HS	0.0220101	0.382361	0.702194	0.00815926	211.1	50.2195	48.0565
MAL-C	GUN-F	REN-S	0.0285992	0.498505	0.618128	0.01051	205	52.3856	49.4725
RGG-C	MAL-C	GUN-F	0.0290355	0.701703	0.482864	0.0435857	89.2453	80.3231	75.7903
GUN-F	MAL-C	RGG-S	0.0203524	0.340567	0.73343	0.00558818	206.49	49.1801	47.2182
GUN-F	SLV-F	MAL-C	0.0785681	1.8651	0.0621675	0.101271	101.681	77.5597	66.2601
GUN-F	MAL-C	SLV-M	0.0049697	0.084488	0.932668	0.00154418	166.141	51.6215	51.1109
GUN-F	MAL-C	SLV-O	0.333803	2.16835	0.0301321	0.00457014	218.597	7.94656	3.96908
SNM-C	MAL-C	GUN-F	0.0617659	1.60521	0.108447	0.076694	115.02	72.084	63.6973
MAL-C	GUN-F	SNM-M	0.0140523	0.234661	0.814472	0.00405012	173.11	51.5699	50.1406
GUN-F	MAL-C	SNM-S	0.026873	0.425299	0.670618	0.00667575	208.517	49.1608	46.5877
GUN-F	TES-C	MAL-C	0.0434534	1.21384	0.224808	0.067957	69.8962	91.2609	83.66
GUN-F	MAL-C	TES-M	0.0150022	0.257934	0.796458	0.00439314	172.276	52.0393	50.501
GUN-F	MAL-C	TES-S	0.0471268	0.805729	0.420399	0.0129024	206.999	50.728	46.1619
MAL-C	GUN-F	TRE-F	0.0531766	1.16009	0.24601	0.0735624	70.6884	91.5636	82.3172
GUN-F	TRQ-F	MAL-C	0.0109187	0.287276	0.773901	0.0144652	100.224	75.1585	73.535
MOB-C	GUN-F	MAL-M	0.0521463	0.870338	0.384116	0.0140894	166.646	52.517	47.3113
MOB-G	MAL-M	GUN-F	0.127809	2.35045	0.0187505	0.10419	54.3546	108.741	84.0946
MOB-S	MAL-M	GUN-F	0.191451	3.48056	0.000500376	0.145142	52.9822	116.767	79.2407
MTB-F	GUN-F	MAL-M	0.141508	2.54742	0.0108522	0.0410061	160.23	62.392	46.923
GUN-F	PAS-C	MAL-M	0.0854984	1.52064	0.128351	0.0243928	168.718	56.5015	47.6009
MAL-M	GUN-F	REN-C	0.0647295	0.782209	0.434092	0.0118356	185.784	46.2087	40.5902
MAL-M	GUN-F	REN-HC	0.0413843	0.51353	0.607581	0.00809413	182.552	45.3522	41.7477
REN-HS	MAL-M	GUN-F	0.207461	3.95581	7.62756e-05	0.156998	51.1362	119.416	78.3808
REN-S	MAL-M	GUN-F	0.160372	2.83206	0.00462488	0.123884	50.0324	112.949	81.7284
RGG-C	GUN-F	MAL-M	1.39196e-05	0.000243728	0.999806	3.97475e-06	167.759	52.2663	52.2648
RGG-S	MAL-M	GUN-F	0.195979	3.27483	0.00105725	0.146744	50.3159	116.001	77.9842
GUN-F	SLV-F	MAL-M	0.169601	3.02367	0.00249725	0.0438623	194.041	55.0533	39.087
MAL-M	SLV-M	GUN-F	0.0765568	1.02554	0.305108	0.0169692	312.164	26.0472	22.3426
GUN-F	MAL-M	SLV-O	0.121312	0.661145	0.508519	0.00269518	182.695	10.7806	8.44792
GUN-F	SNM-C	MAL-M	0.0262264	0.43541	0.663265	0.0074044	162.458	52.151	49.4854
SNM-M	MAL-M	GUN-F	0.0120863	0.17288	0.862746	0.00228893	331.136	21.2517	20.7441
MAL-M	GUN-F	SNM-S	0.191552	2.7942	0.00520279	0.0613125	117.612	76.6598	52.0124
TES-C	GUN-F	MAL-M	0.0593295	1.07734	0.281328	0.0170982	160.64	56.26	49.9581
TES-M	MAL-M	GUN-F	0.0224724	0.319837	0.749092	0.00422388	332.486	21.1539	20.2241
MAL-M	GUN-F	TES-S	0.191039	2.87712	0.00401321	0.0650089	114.645	75.3819	51.1998
GUN-F	TRE-F	MAL-M	0.0869282	1.52843	0.126407	0.0229403	182.872	51.9054	43.6031
GUN-F	TRQ-F	MAL-M	0.104903	2.03615	0.0417357	0.0282228	190.88	54.0451	43.7827
GUN-F	MOB-C	MOB-G	0.1424	2.77858	0.0054597	0.0558635	181.852	61.6743	46.299
GUN-F	MOB-C	MOB-S	0.137918	2.83472	0.00458654	0.0480762	196.506	59.284	44.9133
MOB-C	GUN-F	MTB-F	0.00677451	0.19353	0.846544	0.0100483	93.2594	77.2044	76.1654
MOB-C	PAS-C	GUN-F	0.0378528	0.864532	0.387296	0.0649463	65.9569	96.4682	89.4314
GUN-F	MOB-C	REN-C	0.0439435	0.657355	0.510952	0.00530091	272.145	30.2222	27.6779
GUN-F	MOB-C	REN-HC	0.0418286	0.63981	0.522296	0.00517492	268.638	29.0914	26.7554
GUN-F	MOB-C	REN-HS	0.11209	2.32094	0.02029	0.0443992	198.528	57.1303	45.6137
GUN-F	MOB-C	REN-S	0.102807	2.24266	0.0249188	0.0388177	190.595	57.1503	46.4949
MOB-C	RGG-C	GUN-F	0.0113099	0.29358	0.769079	0.016859	91.2912	80.8511	79.0427
GUN-F	MOB-C	RGG-S	0.121804	2.19054	0.0284851	0.0352841	196.331	56.7429	44.4208
SLV-F	GUN-F	MOB-C	0.119581	3.49472	0.000474555	0.133786	116.637	76.5207	60.1745
MOB-C	GUN-F	SLV-M	0.0695234	1.16384	0.24449	0.0202773	160.759	52.4869	45.6632
GUN-F	MOB-C	SLV-O	0.0762719	0.510902	0.60942	0.00128246	215.218	7.88704	6.76918
SNM-C	MOB-C	GUN-F	0.00672898	0.144723	0.884929	0.0101338	76.205	82.8797	81.7718
MOB-C	GUN-F	SNM-M	0.0939068	1.54638	0.122012	0.0254445	167.802	53.429	44.2558
GUN-F	MOB-C	SNM-S	0.146462	2.86123	0.00422	0.0387072	196.905	57.9302	43.1289
TES-C	MOB-C	GUN-F	0.0361092	0.891397	0.372716	0.0519259	93.0932	83.277	77.4725
MOB-C	GUN-F	TES-M	0.0493989	0.799036	0.42427	0.0137203	166.261	51.6049	46.7465
GUN-F	MOB-C	TES-S	0.116008	2.08993	0.0366243	0.0328765	197.454	55.4955	43.9581
TRE-F	GUN-F	MOB-C	0.0899575	2.54095	0.0110553	0.109883	106.96	79.7432	66.5803
MOB-C	TRQ-F	GUN-F	0.165457	3.97347	7.08336e-05	0.302574	58.2854	115.158	82.4604
MOB-S	MOB-G	GUN-F	0.0731498	1.35444	0.175596	0.0389984	116.061	72.3681	62.5023
GUN-F	MTB-F	MOB-G	0.173061	3.46676	0.000526779	0.0702046	165.997	65.4093	46.1097
PAS-C	GUN-F	MOB-G	0.154197	3.01743	0.00254929	0.0517602	200.871	57.1697	41.8943
GUN-F	MOB-G	REN-C	0.0358545	0.473632	0.635763	0.00722655	157.167	49.4229	46.0015
GUN-F	MOB-G	REN-HC	0.0272391	0.370175	0.711252	0.00592667	155.537	49.5861	46.9563
REN-HS	MOB-G	GUN-F	0.111212	2.06867	0.0385768	0.052438	128.108	66.7859	53.4178
REN-S	MOB-G	GUN-F	0.0435614	0.777946	0.436601	0.0215311	125	63.4468	58.1499
GUN-F	RGG-C	MOB-G	0.0388178	0.736336	0.461526	0.0147297	188.975	54.8662	50.7658
RGG-S	MOB-G	GUN-F	0.0758965	1.20823	0.226958	0.0421935	111.338	75.4774	64.8287
SLV-F	GUN-F	MOB-G	0.178157	3.16594	0.00154585	0.0521751	225.589	50.4055	35.1611
MOB-G	SLV-M	GUN-F	0.160638	3.04465	0.00232953	0.130541	53.5305	111.25	80.4548
GUN-F	MOB-G	SLV-O	0.0493066	0.349168	0.726963	0.00118421	173.367	10.8687	9.84722
SNM-C	GUN-F	MOB-G	0.0890737	1.73018	0.0835983	0.0314226	187.707	54.6163	45.6823
MOB-G	SNM-M	GUN-F	0.123339	2.18651	0.0287783	0.102127	53.5247	109.987	85.8348
SNM-S	MOB-G	GUN-F	0.103784	1.78098	0.0749151	0.0564749	113.076	76.1849	61.8582
GUN-F	TES-C	MOB-G	0.0209296	0.426084	0.670047	0.00813337	181.356	54.7407	52.4963
MOB-G	TES-M	GUN-F	0.127567	2.36711	0.0179276	0.103331	53.0687	108.559	83.9955
TES-S	MOB-G	GUN-F	0.080011	1.36528	0.172166	0.0427894	110.215	73.4812	62.5938
TRE-F	GUN-F	MOB-G	0.12687	2.39428	0.0166529	0.0405049	213.752	51.8365	40.1643
TRQ-F	GUN-F	MOB-G	0.244655	4.92999	8.22331e-07	0.0703937	222.723	53.0563	32.1983
GUN-F	MTB-F	MOB-S	0.10063	1.88018	0.0600837	0.0371179	184.161	59.8694	48.9217
PAS-C	GUN-F	MOB-S	0.124999	2.5627	0.0103862	0.0379305	212.167	53.1351	41.3273
GUN-F	MOB-S	REN-C	0.0303526	0.41443	0.678559	0.00612071	151.372	49.6299	46.7059
GUN-F	MOB-S	REN-HC	0.0410949	0.56274	0.573612	0.00917363	149.987	52.1687	48.0502
REN-HS	MOB-S	GUN-F	0.0434907	0.97147	0.331314	0.0166525	203.394	52.5141	48.1368
MOB-S	REN-S	GUN-F	0.0637484	1.31318	0.189121	0.0243914	203.38	52.8938	46.5542
GUN-F	RGG-C	MOB-S	0.0341815	0.682449	0.494955	0.0119066	204.559	53.9758	50.4078
RGG-S	MOB-S	GUN-F	0.00871832	0.144083	0.885435	0.00308827	226.248	46.5023	45.6985
SLV-F	GUN-F	MOB-S	0.117646	2.42207	0.0154326	0.0315345	236.691	46.44	36.6632
SLV-M	GUN-F	MOB-S	0.192167	3.08012	0.0020692	0.0789493	119.457	77.4347	52.471
MOB-S	GUN-F	SLV-O	0.121515	0.84786	0.396516	0.00319417	173.64	12.8764	10.0861
SNM-C	GUN-F	MOB-S	0.0818345	1.44229	0.149222	0.0262816	202.566	52.8865	44.8854
MOB-S	SNM-M	GUN-F	0.187831	3.28368	0.00102462	0.142444	52.0937	116.304	79.5218
SNM-S	MOB-S	GUN-F	0.0412911	0.657453	0.51089	0.0143851	231.495	47.317	43.5645
GUN-F	TES-C	MOB-S	0.0276682	0.558537	0.576478	0.0103424	197.376	56.814	53.7548
MOB-S	TES-M	GUN-F	0.190232	3.4501	0.000560379	0.144311	50.6556	117.093	79.6634
TES-S	MOB-S	GUN-F	0.0226651	0.425615	0.670388	0.0078647	229.489	46.5516	44.4882
TRE-F	GUN-F	MOB-S	0.107943	2.05154	0.0402143	0.0306313	223.845	48.557	39.0955
TRQ-F	GUN-F	MOB-S	0.196049	3.8719	0.000107992	0.0511623	234.19	49.1919	33.0654
MTB-F	PAS-C	GUN-F	0.121195	3.16704	0.00154	0.195073	54.2394	113.688	89.1096
GUN-F	MTB-F	REN-C	0.0289619	0.423011	0.672288	0.00352199	260.509	30.0168	28.327
GUN-F	MTB-F	REN-HC	0.0374389	0.512295	0.608445	0.00486843	256.503	30.4354	28.2387
GUN-F	MTB-F	REN-HS	0.118936	2.39418	0.0166577	0.0491792	184.258	59.631	46.9541
GUN-F	MTB-F	REN-S	0.12063	2.32348	0.0201535	0.0485983	177.327	61.4309	48.2055
RGG-C	GUN-F	MTB-F	0.0664032	1.87389	0.0609454	0.0878211	98.5765	80.5881	70.5519
GUN-F	MTB-F	RGG-S	0.0501613	1.11165	0.26629	0.0147807	184.184	53.4635	48.3561
SLV-F	GUN-F	MTB-F	0.180287	4.11088	3.94161e-05	0.177755	132.511	74.5335	51.7637
MTB-F	GUN-F	SLV-M	0.170274	3.10919	0.00187601	0.0539656	155.392	64.2311	45.5399
MTB-F	GUN-F	SLV-O	0.112212	0.737818	0.460625	0.00167681	215.826	7.23989	5.77901
MTB-F	SNM-C	GUN-F	0.0751116	1.79532	0.0726024	0.110346	59.4339	97.7779	84.1156
MTB-F	GUN-F	SNM-M	0.176802	3.30178	0.000960735	0.0522612	161.143	64.2693	44.9577
GUN-F	MTB-F	SNM-S	0.0877166	1.94913	0.0512796	0.022858	183.759	53.798	45.1212
MTB-F	TES-C	GUN-F	0.0494206	1.29663	0.194758	0.0718939	71.7012	94.2327	85.3573
MTB-F	GUN-F	TES-M	0.155643	2.94352	0.00324503	0.0469739	161.033	63.6675	46.5179
GUN-F	MTB-F	TES-S	0.08404	1.57093	0.116198	0.023956	183.139	53.8119	45.4684
TRE-F	GUN-F	MTB-F	0.181802	4.5033	6.69054e-06	0.187188	121.843	78.1064	54.0754
TRQ-F	GUN-F	MTB-F	0.237818	6.84791	7.49367e-12	0.226098	129.69	79.2158	48.7768
GUN-F	PAS-C	REN-C	0.00220098	0.0296181	0.976372	0.000242343	277.793	26.6068	26.49
PAS-C	GUN-F	REN-HC	0.0350924	0.4847	0.627889	0.00404918	277.169	27.1582	25.3167
PAS-C	GUN-F	REN-HS	0.129629	2.64243	0.00823129	0.0445063	214.553	53.3243	41.086
PAS-C	GUN-F	REN-S	0.133152	2.6511	0.0080229	0.0444303	207.548	54.4391	41.6452
RGG-C	PAS-C	GUN-F	0.0311136	0.706272	0.480019	0.054771	72.1815	94.4607	88.7601
PAS-C	GUN-F	RGG-S	0.0533772	0.890646	0.373119	0.0143435	210.639	50.3174	45.2179
GUN-F	PAS-C	SLV-F	0.0297553	0.908801	0.363455	0.0415216	57.603	97.0554	91.4465
GUN-F	PAS-C	SLV-M	0.0411588	0.795374	0.426396	0.0128639	165.375	53.8146	49.5598
GUN-F	PAS-C	SLV-O	0.0765277	0.554587	0.579177	0.0011422	221.9	7.01358	6.01642
SNM-C	PAS-C	GUN-F	0.0506022	1.16188	0.245285	0.0806882	73.4805	91.183	82.3993
GUN-F	PAS-C	SNM-M	0.0563253	1.0377	0.299409	0.0164178	169.782	54.2012	48.4209
PAS-C	GUN-F	SNM-S	0.0837968	1.41806	0.156174	0.0200683	212.867	50.9852	43.101
TES-C	PAS-C	GUN-F	0.0780377	1.81937	0.0688542	0.127081	70.8719	98.1946	83.9782
